여성 반팔 아노락 BF690E,11,1,"117,040",44,100,NULL,54GR 031,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/05/08/GQ2N24050887405_0_THNAIL_ORGINL_20240711152253720.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 하이넥 점퍼 BF313E,11,1,"223,440",44,100,NULL,54G HDE,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/03/08/GQ2N24030865591_0_THNAIL_ORGINL_20240527172445994.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 반팔 아노락 BF690E,11,1,"117,040",44,100,NULL,54G HDE,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/03/12/GQ2N24031293004_0_THNAIL_ORGINL_20240527170001156.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 하이넥 점퍼 BF313E,11,1,"223,440",44,100,NULL,54G KF9,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/03/08/GQ2N24030865592_0_THNAIL_ORGINL_20240516112940561.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 르네 라코스테 (Rene Lacoste) 오버사이즈 코치자켓 BF1103,11,1,"212,240",44,100,NULL,54G IXQ,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/02/06/GQ2N24020664161_0_THNAIL_ORGINL_20240206223629839.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 캐주얼 숏 점퍼 BF670E,11,1,"212,240",44,100,NULL,54G IXQ,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/02/14/GQ2N24021423417_0_THNAIL_ORGINL_20240516131412659.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 하이넥 윈드브레이커 BF604E,11,1,"206,640",44,100,NULL,54G 031,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/02/22/GQ2N24022265759_0_THNAIL_ORGINL_20240516114554621.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 린넨 사파리 점퍼 BF686E,11,1,"223,440",44,100,NULL,54G 001,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/02/14/GQ2N24021423410_0_THNAIL_ORGINL_20240527183550361.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 골프 바람막이 BF232E,11,1,"156,240",44,100,NULL,54G HDE,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/02/22/GQ2N24022265754_0_THNAIL_ORGINL_20240527175027890.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 반팔 아노락 BF690E,11,1,"117,040",44,100,NULL,54G 132,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/03/12/GQ2N24031293003_0_THNAIL_ORGINL_20240527170046282.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
